,person,credit_type,year,title,imdb_link,media_type,total_episode_count,add_info,year_start,year_end
27076,Lorne Michaels,producer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (executive producer - 679 episodes, 1978 - 2022) (producer - 128 episodes, 1975 - 1996)",804,"Saturday Night Live
(TV Series) (executive producer - 679 episodes, 1978 - 2022) (producer - 128 episodes, 1975 - 1996)


- Natasha Lyonne/Japanese Breakfast
(2022)
... (executive producer)


- Selena Gomez/Post Malone
(2022)
... (executive producer)


- Benedict Cumberbatch/Arcade Fire
(2022)
... (executive producer)


- Lizzo
(2022)
... (executive producer)


- Jake Gyllenhaal/Camila Cabello
(2022)
... (executive producer)





Show all 804 episodes",1975,2022
27188,Lorne Michaels,actor,1975-2016,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Lorne Michaels / Guest Appearance (segment ""Halloween Party"") / Lorne Michaels (segment ""Fashion"") / ...",6,"1975-2016

Saturday Night Live
(TV Series)

Lorne Michaels / Guest Appearance (segment ""Halloween Party"") / Lorne Michaels (segment ""Fashion"") / ...

- Dave Chappelle/A Tribe Called Quest
(2016)
... Lorne Michaels (uncredited)


- Drake
(2016)
... Lorne Michaels (uncredited)


- Jim Carrey/Iggy Azalea
(2014)
... Guest Appearance (segment ""Halloween Party"") (uncredited)


- Ryan Reynolds/Lady Gaga
(2009)
... Lorne Michaels (segment ""Fashion"") (uncredited)


- Buck Henry/Bill Withers, Toni Basil
(1976)
... Peter Aaron (voice, uncredited)





Show all 6 episodes",1975,2016
27251,Marilyn Suzanne Miller,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (writer - 125 episodes, 1976 - 1995) (written by - 9 episodes, 1975 - 1981) (special material - 2 episodes, 1981 - 1982) (additional sketches by - 1 episode, 1984)",137,"Saturday Night Live
(TV Series) (writer - 125 episodes, 1976 - 1995) (written by - 9 episodes, 1975 - 1981) (special material - 2 episodes, 1981 - 1982) (additional sketches by - 1 episode, 1984)


- David Duchovny/Rod Stewart
(1995)
... (writer)


- Bob Saget/TLC
(1995)
... (writer)


- Courteney Cox/Dave Matthews Band
(1995)
... (writer)


- Damon Wayans/Dionne Farris
(1995)
... (writer)


- John Goodman/Tragically Hip
(1995)
... (writer)





Show all 137 episodes",1975,1995
27258,Marilyn Suzanne Miller,actress,1976-1994,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Audience Member / Mother / ...",21,"1976-1994

Saturday Night Live
(TV Series)

Various / Audience Member / Mother / ...

- Jason Patric/Blind Melon
(1994)
... Coffee Talk Caller (voice, uncredited)


- Jeff Goldblum/Aerosmith
(1993)
... Audience Member (uncredited)


- Christina Applegate/Midnight Oil
(1993)
... Stacey Culpitson-Milner (voice, uncredited)


- Margot Kidder/The Chieftains
(1979)
... Audience Member (uncredited)


- Michael Sarrazin/Keith Jarrett, Gravity
(1978)
... Spectator (uncredited)





Show all 21 episodes",1976,1994
27272,Marilyn Suzanne Miller,self,1980-1980,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self",1,"1980

Saturday Night Live
(TV Series)

Self

- Buck Henry/Andrew Gold/Andrae Crouch & Voices of Unity
(1980)
... Self (uncredited)",1980,1980
27274,Herbert Sargent,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (writer - 276 episodes, 1976 - 1995) (written by - 43 episodes, 1975 - 1985)",319,"Saturday Night Live
(TV Series) (writer - 276 episodes, 1976 - 1995) (written by - 43 episodes, 1975 - 1985)


- David Duchovny/Rod Stewart
(1995)
... (writer - as Herb Sargent)


- Bob Saget/TLC
(1995)
... (writer - as Herb Sargent)


- Courteney Cox/Dave Matthews Band
(1995)
... (writer - as Herb Sargent)


- Damon Wayans/Dionne Farris
(1995)
... (writer - as Herb Sargent)


- John Goodman/Tragically Hip
(1995)
... (writer - as Herb Sargent)





Show all 319 episodes",1975,1995
27300,Rosie Shuster,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (6 episodes, 1976 - 1977) (writer - 138 episodes, 1976 - 1988) (written by - 15 episodes, 1975 - 1981) (writing supervisor - 13 episodes, 1976) (additional sketches by - 2 episodes, 1985)",161,"Saturday Night Live
(TV Series) (6 episodes, 1976 - 1977) (writer - 138 episodes, 1976 - 1988) (written by - 15 episodes, 1975 - 1981) (writing supervisor - 13 episodes, 1976) (additional sketches by - 2 episodes, 1985)


- Judge Reinhold/10,000 Maniacs
(1988)
... (writer)


- Tom Hanks/Randy Travis
(1988)
... (writer)


- Justine Bateman/Terrance Trent D'Arby
(1988)
... (writer)


- Carl Weathers/Robbie Robertson
(1988)
... (writer)


- Robin Williams/James Taylor
(1988)
... (writer)





Show all 161 episodes",1975,1988
27303,Rosie Shuster,actress,1975-1986,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Patron / Various / Audience Member / ...",44,"1975-1986

Saturday Night Live
(TV Series)

Patron / Various / Audience Member / ...

- Malcolm-Jamal Warner/Run-DMC
(1986)
... Donahue Audience Member (uncredited)


- Blythe Danner/Rickie Lee Jones
(1982)
... Nun (uncredited)


- Lauren Hutton/Rick James & The Stone City Band
(1981)
... Audience Member (uncredited)


- Strother Martin/The Specials
(1980)
... Hair Stylist (uncredited)


- Burt Reynolds/Anne Murray
(1980)
... Pepper (uncredited)





Show all 44 episodes",1975,1986
27322,Rosie Shuster,self,1979-1979,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self",1,"1979

Saturday Night Live
(TV Series)

Self

- Gary Busey/Eubie Blake and Gregory Hines
(1979)
... Self (uncredited)",1979,1979
27327,Bruce McCall (I),writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (writer - 6 episodes, 1976 - 1977) (written by - 1 episode, 1976)",7,"Saturday Night Live
(TV Series) (writer - 6 episodes, 1976 - 1977) (written by - 1 episode, 1976)


- Live from Mardi Gras
(1977)
... (writer)


- Buck Henry/The Band
(1976)
... (writer)


- Steve Martin/Kinky Friedman
(1976)
... (writer)


- Karen Black/John Prine
(1976)
... (writer)


- Eric Idle/Joe Cocker/Stuff
(1976)
... (written by)





Show all 7 episodes",1976,1977
27330,Neil Levy,actor,1975-1982,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Patron / Bee / ...",53,"1975-1982

Saturday Night Live
(TV Series)

Various / Patron / Bee / ...

- Danny DeVito/Sparks
(1982)
... Passenger (uncredited)


- Robert Culp/The Charlie Daniels Band
(1982)
... Various (uncredited)


- Daniel J. Travanti/John Cougar
(1982)
... Various (uncredited)


- Blythe Danner/Rickie Lee Jones
(1982)
... Orderly (uncredited)


- Bruce Dern/Luther Vandross
(1982)
... Violinist (uncredited)





Show all 53 episodes",1975,1982
27333,Neil Levy,writer,1977-1978,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 16 episodes),16,"1977-1978

Saturday Night Live
(TV Series) (writer - 16 episodes)


- Michael Palin/Eugene Record
(1978)
... (writer)


- Christopher Lee/Meat Loaf
(1978)
... (writer)


- Jill Clayburgh/Eddie Money
(1978)
... (writer)


- Art Garfunkel/Stephen Bishop
(1978)
... (writer)


- O.J. Simpson/Ashford & Simpson
(1978)
... (writer)





Show all 16 episodes",1977,1978
27336,Neil Levy,archive_footage,1978-1979,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Runner",2,"1978-1979

Saturday Night Live
(TV Series)

Runner

- Richard Benjamin/Rickie Lee Jones
(1979)
... Runner (uncredited)


- Michael Palin/Eugene Record
(1978)
... Runner (uncredited)",1978,1979
27339,Neil Levy,self,1981-1981,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self",1,"1981

Saturday Night Live
(TV Series)

Self

- Charlene Tilton/Todd Rundgren/Prince
(1981)
... Self (uncredited)",1981,1981
27358,Brian McConnachie,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (writer - 19 episodes, 1978 - 1979) (additional sketches - 2 episodes, 1987) (additional sketch - 1 episode, 1996) (written by - 1 episode, 1979)",23,"Saturday Night Live
(TV Series) (writer - 19 episodes, 1978 - 1979) (additional sketches - 2 episodes, 1987) (additional sketch - 1 episode, 1996) (written by - 1 episode, 1979)


- Steve Forbes/Rage Against the Machine
(1996)
... (additional sketch)


- Danny DeVito/Bryan Ferry
(1987)
... (additional sketches)


- Bill Murray/Percy Sledge
(1987)
... (additional sketches)


- Buck Henry/Bette Midler
(1979)
... (writer)


- Maureen Stapleton/Linda Ronstadt/Phoebe Snow
(1979)
... (writer)





Show all 23 episodes",1978,1996
27370,Brian McConnachie,actor,1979-1987,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Attorney / Bob",3,"1979-1987

Saturday Night Live
(TV Series)

Attorney / Bob

- Bill Murray/Percy Sledge
(1987)
... Attorney (uncredited)


- Susan Saint James/The Kinks
(1981)
... Bob (uncredited)


- Kate Jackson/Delbert McClinton
(1979)
... (uncredited)",1979,1987
27387,Walter Williams,actor,1976-1981,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Mr. Bill / Mr. Hands / Spot / ...",25,"1976-1981

Saturday Night Live
(TV Series)

Mr. Bill / Mr. Hands / Spot / ...

- George Kennedy/Miles Davis
(1981)
... Mr. Bill / Mr. Hands / Spot (voice, uncredited)


- Jr. Walker & the All-Stars
(1981)
... Mr. Bill (voice, uncredited)


- David Carradine/Linda Ronstadt/Cast of 'The Pirates of Penzance'
(1980)
... Mr. Bill / Mr. Hands / Spot (voice, uncredited)


- Buck Henry/Andrew Gold/Andrae Crouch & Voices of Unity
(1980)
... Gary Lipton (uncredited)


- Bob Newhart/The Amazing Rhythm Aces/Bruce Cockburn
(1980)
... Mr. Bill / Mr. Hands / Spot (voice, uncredited)





Show all 25 episodes",1976,1981
27392,Walter Williams,self,1978-1978,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Engineer",1,"1978

Saturday Night Live
(TV Series)

Self / Engineer

- Eric Idle/Kate Bush
(1978)
... Self / Engineer (uncredited)",1978,1978
27399,Walter Williams,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (3 episodes, 1976 - 1978) (writer - 19 episodes, 1978 - 1979) (written by - 1 episode, 1979)",23,"Saturday Night Live
(TV Series) (3 episodes, 1976 - 1978) (writer - 19 episodes, 1978 - 1979) (written by - 1 episode, 1979)


- Buck Henry/Bette Midler
(1979)
... (writer)


- Maureen Stapleton/Linda Ronstadt/Phoebe Snow
(1979)
... (writer)


- Michael Palin/James Taylor
(1979)
... (writer)


- Milton Berle/Ornette Coleman
(1979)
... (writer)


- Richard Benjamin/Rickie Lee Jones
(1979)
... (writer)





Show all 23 episodes",1976,1979
27403,Walter Williams,director,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (3 episodes, 1979 - 1980) (film segment director - 21 episodes, 1976 - 1981)",24,"Saturday Night Live
(TV Series) (3 episodes, 1979 - 1980) (film segment director - 21 episodes, 1976 - 1981)


- George Kennedy/Miles Davis
(1981)
... (film segment director)


- David Carradine/Linda Ronstadt/Cast of 'The Pirates of Penzance'
(1980)
... (segment ""Mr. Bill's Christmas Special"")


- Elliott Gould/Kid Creole & the Coconuts
(1980)
... (segment ""Highway Education Film"")


- Bob Newhart/The Amazing Rhythm Aces/Bruce Cockburn
(1980)
... (film segment director)


- Richard Benjamin, Paula Prentiss/The Grateful Dead
(1980)
... (film segment director)





Show all 24 episodes",1976,1981
27433,Tom Gammill,writer,1979-1980,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 20 episodes),20,"1979-1980

Saturday Night Live
(TV Series) (writer - 20 episodes)


- Buck Henry/Andrew Gold/Andrae Crouch & Voices of Unity
(1980)
... (writer)


- Steve Martin/Paul & Linda McCartney/3-D
(1980)
... (writer)


- Bob Newhart/The Amazing Rhythm Aces/Bruce Cockburn
(1980)
... (writer)


- Strother Martin/The Specials
(1980)
... (writer)


- Burt Reynolds/Anne Murray
(1980)
... (writer)





Show all 20 episodes",1979,1980
27469,Tom Gammill,actor,1979-1980,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Server / Audience Member / ...",12,"1979-1980

Saturday Night Live
(TV Series)

Various / Server / Audience Member / ...

- Buck Henry/Andrew Gold/Andrae Crouch & Voices of Unity
(1980)
... Server (uncredited)


- Steve Martin/Paul & Linda McCartney/3-D
(1980)
... Audience Member (uncredited)


- Strother Martin/The Specials
(1980)
... Various (uncredited)


- Rodney Dangerfield/The J. Geils Band
(1980)
... Juror (uncredited)


- Kirk Douglas/Sam and Dave
(1980)
... Makeup Artist (uncredited)





Show all 12 episodes",1979,1980
27481,Matt Neuman,actor,1980-1980,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Carl Quackenbush",1,"1980

Saturday Night Live
(TV Series)

Carl Quackenbush

- Buck Henry/Andrew Gold/Andrae Crouch & Voices of Unity
(1980)
... Carl Quackenbush (uncredited)",1980,1980
27487,Matt Neuman,writer,1979-1981,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 21 episodes),21,"1979-1981

Saturday Night Live
(TV Series) (writer - 21 episodes)


- Jr. Walker & the All-Stars
(1981)
... (writer)


- Buck Henry/Andrew Gold/Andrae Crouch & Voices of Unity
(1980)
... (writer)


- Steve Martin/Paul & Linda McCartney/3-D
(1980)
... (writer)


- Bob Newhart/The Amazing Rhythm Aces/Bruce Cockburn
(1980)
... (writer)


- Strother Martin/The Specials
(1980)
... (writer)





Show all 21 episodes",1979,1981
27491,Sarah Paley,actress,1979-1980,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Duchess of Argyle / Nurse / ...",10,"1979-1980

Saturday Night Live
(TV Series)

Various / Duchess of Argyle / Nurse / ...

- Buck Henry/Andrew Gold/Andrae Crouch & Voices of Unity
(1980)
... Duchess of Argyle (uncredited)


- Bob Newhart/The Amazing Rhythm Aces/Bruce Cockburn
(1980)
... Nurse (uncredited)


- Strother Martin/The Specials
(1980)
... Various (uncredited)


- Rodney Dangerfield/The J. Geils Band
(1980)
... Various (uncredited)


- Elliott Gould/Gary Numan
(1980)
... Cheerleader (uncredited)





Show all 10 episodes",1979,1980
27493,Sarah Paley,writer,1979-1980,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 20 episodes),20,"1979-1980

Saturday Night Live
(TV Series) (writer - 20 episodes)


- Buck Henry/Andrew Gold/Andrae Crouch & Voices of Unity
(1980)
... (writer)


- Steve Martin/Paul & Linda McCartney/3-D
(1980)
... (writer)


- Bob Newhart/The Amazing Rhythm Aces/Bruce Cockburn
(1980)
... (writer)


- Strother Martin/The Specials
(1980)
... (writer)


- Burt Reynolds/Anne Murray
(1980)
... (writer)





Show all 20 episodes",1979,1980
27517,Max Pross,writer,1979-1980,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 20 episodes),20,"1979-1980

Saturday Night Live
(TV Series) (writer - 20 episodes)


- Buck Henry/Andrew Gold/Andrae Crouch & Voices of Unity
(1980)
... (writer)


- Steve Martin/Paul & Linda McCartney/3-D
(1980)
... (writer)


- Bob Newhart/The Amazing Rhythm Aces/Bruce Cockburn
(1980)
... (writer)


- Strother Martin/The Specials
(1980)
... (writer)


- Burt Reynolds/Anne Murray
(1980)
... (writer)





Show all 20 episodes",1979,1980
27519,Max Pross,actor,1979-1980,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Soldier / Guest / Audience Member / ...",14,"1979-1980

Saturday Night Live
(TV Series)

Soldier / Guest / Audience Member / ...

- Buck Henry/Andrew Gold/Andrae Crouch & Voices of Unity
(1980)
... Guest (uncredited)


- Steve Martin/Paul & Linda McCartney/3-D
(1980)
... Audience Member (uncredited)


- Bob Newhart/The Amazing Rhythm Aces/Bruce Cockburn
(1980)
... Soldier (uncredited)


- Strother Martin/The Specials
(1980)
... Reagan Supporter (uncredited)


- Burt Reynolds/Anne Murray
(1980)
... Roman (uncredited)





Show all 14 episodes",1979,1980
27523,Max Pross,self,1979-1979,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self",1,"1979

Saturday Night Live
(TV Series)

Self

- Eric Idle/Bob Dylan
(1979)
... Self (uncredited)",1979,1979
27561,Larry Arnstein,writer,1980-1981,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 12 episodes),12,"1980-1981

Saturday Night Live
(TV Series) (writer - 12 episodes)


- Bill Murray/Delbert McClinton
(1981)
... (writer)


- Charlene Tilton/Todd Rundgren/Prince
(1981)
... (writer)


- Deborah Harry
(1981)
... (writer)


- Sally Kellerman/Jimmy Cliff
(1981)
... (writer)


- Robert Hays/14 Karat Soul/Joe 'King' Carrasco & The Crowns
(1981)
... (writer)





Show all 12 episodes",1980,1981
27572,Barry W. Blaustein,producer,1983-1984,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (supervising producer - 21 episodes),21,"1983-1984

Saturday Night Live
(TV Series) (supervising producer - 21 episodes)


- Billy Crystal/Ed Koch/Edwin Newman/Father Guido Sarducci/Betty Thomas/The Cars
(1984)
... (supervising producer)


- Barry Bostwick/Spinal Tap
(1984)
... (supervising producer)


- George McGovern/Madness
(1984)
... (supervising producer)


- Michael Douglas/Deniece Williams
(1984)
... (supervising producer)


- Billy Crystal/Al Jarreau
(1984)
... (supervising producer)





Show all 21 episodes",1983,1984
27576,Barry W. Blaustein,actor,1981-1981,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Bar Patron",1,"1981

Saturday Night Live
(TV Series)

Bar Patron

- Sally Kellerman/Jimmy Cliff
(1981)
... Bar Patron (uncredited)",1981,1981
27580,Barry W. Blaustein,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (1 episode, 2019) (writer - 53 episodes, 1980 - 1983) (additional sketches by - 1 episode, 1984) (written by - 1 episode, 1981)",56,"Saturday Night Live
(TV Series) (1 episode, 2019) (writer - 53 episodes, 1980 - 1983) (additional sketches by - 1 episode, 1984) (written by - 1 episode, 1981)


- Eddie Murphy/Lizzo
(2019)
... (as Barry Blaustein)


- Thompson Twins
(1984)
... (additional sketches by - as Barry Blaustein)


- Betty Thomas/Stray Cats
(1983)
... (writer: ""James Brown's Hot Tub"" - as Barry Blaustein)


- Mayor Ed Koch/Kevin Rowland & Dexy's Midnight Runners
(1983)
... (writer)


- Stevie Wonder
(1983)
... (writer)





Show all 56 episodes",1980,2019
27595,Barry W. Blaustein,self,1982-1982,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - crewmember",1,"1982

Saturday Night Live
(TV Series)

Self - crewmember

- Robert Culp/The Charlie Daniels Band
(1982)
... Self - crewmember (uncredited)",1982,1982
